name	target	url	alt	friend
5snb.png	https://www.5snb.club/	https://www.5snb.club/img/buttons/4fbb09-button.png	[4fbb09]	true
mldkyt.gif  https://mldkyt.com/ https://mldkyt.com/button.gif mldkyt true
